Date,Open,High,Low,Close,Adj Close,Volume
2005-09-29,2071.420654,2268.698730,1997.441284,2268.698730,2011.864258,5234740
2005-09-30,2268.698730,2441.317139,2268.698730,2391.997559,2121.205078,2198925
2005-10-03,2318.018311,2490.636719,2318.018311,2441.317139,2164.941162,1488760
2005-10-04,2490.636719,2515.296387,2441.317139,2490.636719,2208.677490,751223
2005-10-05,2465.976807,3008.491943,2465.976807,2835.873535,2514.830566,2282563
2005-10-06,2835.873535,3427.708008,2835.873535,3403.048096,3017.796387,1715851
2005-10-07,3378.388428,3945.562988,3378.388428,3698.965332,3280.213623,1893265
2005-10-10,3797.604492,3994.882568,3797.604492,3994.882568,3542.630859,1728523
2005-10-11,4044.202148,4340.119141,3994.882568,4340.119141,3848.783936,2207036
2005-10-12,4562.057129,4857.974609,4389.438965,4562.057129,4045.597168,2299798
2005-10-13,4611.376953,4857.974609,3452.367676,3452.367676,3061.532715,4550934
2005-10-14,3353.728516,3353.728516,2761.894043,2835.873535,2514.830566,2505092
2005-10-17,2811.213623,3131.790771,2761.894043,2811.213623,2492.962402,1596730
2005-10-18,2835.873535,2909.852783,2811.213623,2835.873535,2514.830566,249394
2005-10-19,2761.894043,2860.533203,2761.894043,2761.894043,2449.225830,247873
2005-10-20,2786.553955,2786.553955,2663.255127,2663.255127,2361.753662,58800
2005-10-21,2515.296387,2638.595215,2367.337891,2515.296387,2230.545410,105941
2005-10-24,2564.615967,2786.553955,2515.296387,2761.894043,2449.225830,329484
2005-10-25,2811.213623,2934.512451,2786.553955,2835.873535,2514.830566,527681
2005-10-26,2811.213623,2860.533203,2786.553955,2811.213623,2492.962402,25344
2005-10-27,2712.574707,2761.894043,2663.255127,2712.574707,2405.489990,5068
2005-10-28,2737.234375,2761.894043,2663.255127,2737.234375,2427.358154,113545
2005-10-31,2737.234375,2761.894043,2712.574707,2737.234375,2427.358154,46127
2005-11-01,2737.234375,2786.553955,2687.914795,2737.234375,2427.358154,133821
2005-11-07,2737.234375,2737.234375,2737.234375,2737.234375,2427.358154,0
2005-11-08,2737.234375,2737.234375,2737.234375,2737.234375,2427.358154,0
2005-11-09,2564.615967,2613.935547,2515.296387,2564.615967,2274.281738,101886
2005-11-10,2613.935547,2663.255127,2539.956299,2613.935547,2318.017578,93776
2005-11-11,2564.615967,2564.615967,2490.636719,2564.615967,2274.281738,6082
2005-11-14,2515.296387,2515.296387,2441.317139,2515.296387,2230.545410,34469
2005-11-15,2465.976807,2515.296387,2416.657471,2465.976807,2186.809082,47648
2005-11-16,2367.337891,2490.636719,2367.337891,2367.337891,2099.336914,68431
2005-11-17,2416.657471,2465.976807,2391.997559,2416.657471,2143.072998,54238
2005-11-18,2391.997559,2465.976807,2391.997559,2391.997559,2121.205078,28893
2005-11-21,2342.677979,2465.976807,2342.677979,2342.677979,2077.468506,55251
