Date,Open,High,Low,Close,Adj Close,Volume
2000-12-14,850.000000,925.000000,850.000000,925.000000,818.879456,10787500
2000-12-15,900.000000,900.000000,875.000000,900.000000,796.747681,5133500
2000-12-18,900.000000,900.000000,875.000000,875.000000,774.615723,1380500
2000-12-19,875.000000,925.000000,875.000000,925.000000,818.879456,3811500
2000-12-20,900.000000,900.000000,875.000000,875.000000,774.615723,3549000
2000-12-21,875.000000,875.000000,850.000000,875.000000,774.615723,794000
2000-12-22,875.000000,875.000000,825.000000,825.000000,730.351868,3706500
2000-12-25,825.000000,825.000000,825.000000,825.000000,730.351868,0
2000-12-26,825.000000,825.000000,825.000000,825.000000,730.351868,0
2000-12-27,825.000000,825.000000,825.000000,825.000000,730.351868,0
2000-12-28,825.000000,825.000000,825.000000,825.000000,730.351868,0
2000-12-29,825.000000,825.000000,825.000000,825.000000,730.351868,0
2001-01-01,825.000000,825.000000,825.000000,825.000000,730.351868,0
2001-01-02,825.000000,850.000000,825.000000,825.000000,730.351868,2166000
2001-01-03,825.000000,825.000000,775.000000,775.000000,686.088196,4189000
2001-01-04,800.000000,825.000000,800.000000,825.000000,730.351868,6822500
2001-01-05,825.000000,925.000000,825.000000,925.000000,818.879456,33551500
2001-01-08,875.000000,900.000000,875.000000,900.000000,796.747681,9599500
2001-01-09,900.000000,925.000000,900.000000,925.000000,818.879456,22276000
2001-01-10,925.000000,925.000000,875.000000,875.000000,774.615723,5837000
2001-01-11,875.000000,875.000000,825.000000,850.000000,752.483887,9340000
2001-01-12,850.000000,850.000000,825.000000,825.000000,730.351868,7366500
2001-01-15,850.000000,875.000000,825.000000,850.000000,752.483887,10601500
2001-01-16,850.000000,875.000000,825.000000,825.000000,730.351868,2477500
2001-01-17,875.000000,900.000000,850.000000,850.000000,752.483887,11380500
2001-01-18,825.000000,850.000000,825.000000,825.000000,730.351868,17470500
2001-01-19,825.000000,825.000000,775.000000,775.000000,686.088196,16159500
2001-01-22,800.000000,825.000000,750.000000,775.000000,686.088196,18036500
2001-01-23,775.000000,775.000000,725.000000,725.000000,641.824402,17512000
2001-01-24,725.000000,750.000000,725.000000,750.000000,663.956299,4976000
2001-01-25,750.000000,750.000000,750.000000,750.000000,663.956299,3371500
2001-01-26,750.000000,775.000000,725.000000,750.000000,663.956299,3387500
2001-01-29,750.000000,775.000000,725.000000,750.000000,663.956299,4168000
2001-01-30,750.000000,800.000000,750.000000,750.000000,663.956299,12247000
2001-01-31,750.000000,800.000000,750.000000,775.000000,686.088196,9619000
2001-02-01,775.000000,775.000000,750.000000,750.000000,663.956299,4774500
2001-02-02,775.000000,775.000000,650.000000,700.000000,619.692566,49446500
2001-02-05,675.000000,675.000000,575.000000,600.000000,531.165100,30883500
2001-02-06,600.000000,600.000000,500.000000,500.000000,442.637573,110293000
2001-02-07,525.000000,525.000000,475.000000,525.000000,464.769409,72776500
2001-02-08,500.000000,500.000000,400.000000,450.000000,398.373840,110127000
2001-02-09,450.000000,495.000000,440.000000,490.000000,433.784821,91797000
2001-02-12,500.000000,500.000000,465.000000,470.000000,416.079315,38901500
2001-02-13,470.000000,485.000000,470.000000,475.000000,420.505676,31462000
2001-02-14,475.000000,475.000000,465.000000,475.000000,420.505676,20507500
2001-02-15,470.000000,480.000000,470.000000,475.000000,420.505676,24032500
2001-02-16,475.000000,480.000000,470.000000,470.000000,416.079315,12830500
2001-02-19,470.000000,475.000000,465.000000,470.000000,416.079315,13628500
2001-02-20,470.000000,470.000000,455.000000,455.000000,402.800201,18292000
2001-02-21,455.000000,460.000000,450.000000,460.000000,407.226532,17188500
2001-02-22,455.000000,460.000000,450.000000,455.000000,402.800201,5411000
2001-02-23,455.000000,465.000000,450.000000,450.000000,398.373840,31919500
2001-02-26,455.000000,455.000000,450.000000,455.000000,402.800201,5643000
2001-02-27,460.000000,460.000000,455.000000,455.000000,402.800201,4176000
