Date,Open,High,Low,Close,Adj Close,Volume
2018-05-17,634.000000,668.000000,622.000000,650.000000,641.937317,37063500
2018-05-18,650.000000,660.000000,636.000000,640.000000,632.061401,16095500
2018-05-21,640.000000,640.000000,610.000000,610.000000,602.433533,26039500
2018-05-22,610.000000,628.000000,610.000000,620.000000,612.309448,7144500
2018-05-23,610.000000,626.000000,610.000000,620.000000,612.309448,6496000
2018-05-24,618.000000,666.000000,616.000000,650.000000,641.937317,12619000
2018-05-25,664.000000,664.000000,650.000000,656.000000,647.862915,5231000
2018-05-28,660.000000,666.000000,648.000000,660.000000,651.813293,7014500
2018-05-29,660.000000,660.000000,660.000000,660.000000,651.813293,0
2018-05-30,654.000000,672.000000,654.000000,670.000000,661.689270,5073000
2018-05-31,670.000000,680.000000,670.000000,676.000000,667.614868,1580000
2018-06-01,676.000000,676.000000,676.000000,676.000000,667.614868,0
2018-06-04,680.000000,680.000000,658.000000,672.000000,663.664429,7628500
2018-06-05,676.000000,696.000000,674.000000,684.000000,675.515564,2611500
2018-06-06,690.000000,716.000000,686.000000,714.000000,705.143494,2911500
2018-06-07,714.000000,740.000000,690.000000,712.000000,703.168274,5586000
2018-06-08,728.000000,730.000000,716.000000,724.000000,715.019470,2107000
2018-06-11,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-12,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-13,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-14,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-15,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-18,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-19,724.000000,724.000000,724.000000,724.000000,715.019470,0
2018-06-20,724.000000,740.000000,712.000000,712.000000,703.168274,5135500
2018-06-21,710.000000,734.000000,708.000000,710.000000,701.193115,6667500
2018-06-22,710.000000,724.000000,710.000000,724.000000,715.019470,2179500
2018-06-25,736.000000,736.000000,710.000000,720.000000,711.069092,1890000
2018-06-26,720.000000,732.000000,708.000000,708.000000,699.217834,935000
2018-06-27,720.000000,726.000000,714.000000,726.000000,716.994629,2128500
2018-06-28,726.000000,732.000000,704.000000,704.000000,695.267456,1721500
2018-06-29,704.000000,720.000000,704.000000,706.000000,697.242737,823000
2018-07-02,706.000000,718.000000,702.000000,702.000000,693.292297,685500
2018-07-03,720.000000,720.000000,686.000000,714.000000,705.143494,7289500
2018-07-04,714.000000,716.000000,690.000000,714.000000,705.143494,2487500
2018-07-05,700.000000,718.000000,698.000000,706.000000,697.242737,5553000
2018-07-06,710.000000,710.000000,698.000000,700.000000,691.317139,3753000
2018-07-09,700.000000,702.000000,696.000000,700.000000,691.317139,6329500
2018-07-10,702.000000,704.000000,690.000000,690.000000,681.441223,1625500
2018-07-11,700.000000,702.000000,684.000000,684.000000,675.515564,5879500
2018-07-12,690.000000,692.000000,682.000000,686.000000,677.490845,2123000
2018-07-13,690.000000,690.000000,672.000000,676.000000,667.614868,2001500
2018-07-16,668.000000,680.000000,668.000000,680.000000,671.565186,2289000
2018-07-17,680.000000,680.000000,672.000000,676.000000,667.614868,815500
2018-07-18,676.000000,680.000000,668.000000,672.000000,663.664429,1018500
2018-07-19,672.000000,680.000000,672.000000,674.000000,665.639648,785500
2018-07-20,680.000000,682.000000,676.000000,676.000000,667.614868,768000
2018-07-23,680.000000,682.000000,676.000000,676.000000,667.614868,619500
2018-07-24,680.000000,700.000000,668.000000,668.000000,659.714050,2962000
2018-07-25,680.000000,680.000000,670.000000,670.000000,661.689270,681000
2018-07-26,678.000000,680.000000,672.000000,674.000000,665.639648,546000
2018-07-27,674.000000,682.000000,672.000000,678.000000,669.590027,563500
2018-07-30,680.000000,684.000000,668.000000,668.000000,659.714050,869000
2018-07-31,680.000000,680.000000,668.000000,676.000000,667.614868,501500
2018-08-01,678.000000,680.000000,672.000000,674.000000,665.639648,584000
2018-08-02,680.000000,680.000000,670.000000,670.000000,661.689270,511000
2018-08-03,676.000000,678.000000,672.000000,678.000000,669.590027,570500
2018-08-06,678.000000,680.000000,676.000000,678.000000,669.590027,602000
2018-08-07,680.000000,680.000000,672.000000,678.000000,669.590027,541500
2018-08-08,678.000000,680.000000,674.000000,680.000000,671.565186,516000
2018-08-09,678.000000,680.000000,660.000000,660.000000,651.813293,2151000
2018-08-10,658.000000,678.000000,658.000000,676.000000,667.614868,487000
2018-08-13,676.000000,676.000000,666.000000,666.000000,657.738831,835500
2018-08-14,674.000000,680.000000,660.000000,660.000000,651.813293,1395000
2018-08-15,674.000000,680.000000,670.000000,680.000000,671.565186,2602500
2018-08-16,676.000000,680.000000,676.000000,678.000000,669.590027,1100000
2018-08-17,678.000000,678.000000,678.000000,678.000000,669.590027,0
2018-08-20,680.000000,682.000000,676.000000,676.000000,667.614868,2220000
2018-08-21,678.000000,678.000000,676.000000,676.000000,667.614868,1370000
2018-08-22,676.000000,676.000000,676.000000,676.000000,667.614868,0
2018-08-23,676.000000,678.000000,676.000000,678.000000,669.590027,817500
2018-08-24,678.000000,680.000000,674.000000,678.000000,669.590027,1146500
2018-08-27,680.000000,680.000000,674.000000,678.000000,669.590027,500500
2018-08-28,678.000000,680.000000,656.000000,656.000000,647.862915,1030500
2018-08-29,676.000000,678.000000,662.000000,670.000000,661.689270,535000
2018-08-30,678.000000,680.000000,674.000000,680.000000,671.565186,500500
2018-08-31,678.000000,688.000000,676.000000,688.000000,679.465942,753500
2018-09-03,684.000000,690.000000,680.000000,686.000000,677.490845,463000
2018-09-04,686.000000,694.000000,684.000000,694.000000,685.391541,500500
2018-09-05,694.000000,700.000000,666.000000,666.000000,657.738831,650000
2018-09-06,678.000000,678.000000,674.000000,676.000000,667.614868,528000
2018-09-07,676.000000,676.000000,662.000000,666.000000,657.738831,695500
2018-09-10,672.000000,672.000000,666.000000,670.000000,661.689270,542500
2018-09-11,670.000000,670.000000,670.000000,670.000000,661.689270,0
2018-09-12,672.000000,674.000000,668.000000,668.000000,659.714050,496500
